Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Delta Quantity,reason
04/11/2023,04/11/2023,04/11/2023,SUSC,Cash Div: R/D 2023-04-04 P/D 2023-04-10 - 3.271334 shares at 0.081832,CDIV,,,$0.27,0,Negative or zero quantity
04/11/2023,04/11/2023,04/11/2023,MBB,Cash Div: R/D 2023-04-04 P/D 2023-04-10 - 0.790819 shares at 0.251347,CDIV,,,$0.20,0,Negative or zero quantity
04/11/2023,04/11/2023,04/11/2023,TLT,Cash Div: R/D 2023-04-04 P/D 2023-04-10 - 12 shares at 0.268755,CDIV,,,$3.23,0,Negative or zero quantity
04/10/2023,04/10/2023,04/10/2023,INDA,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
04/10/2023,04/10/2023,04/10/2023,XLRE,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
04/10/2023,04/10/2023,04/10/2023,SUSB,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
04/10/2023,04/10/2023,04/10/2023,ARKK,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
04/10/2023,04/10/2023,04/10/2023,ARKG,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
04/10/2023,04/10/2023,04/10/2023,ARKF,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
04/04/2023,04/04/2023,04/04/2023,,Interest on Contribution (IRA Match),MTCH,,,$22.39,0,Negative or zero quantity
04/04/2023,04/04/2023,04/04/2023,,Interest on Contribution (IRA Match),MTCH,,,$236.72,0,Negative or zero quantity
3/29/2023,3/29/2023,3/29/2023,VOO,Cash Div: R/D 2023-03-27 P/D 2023-03-29 - 50.087984 shares at 1.4874,CDIV,,,$74.50,0,Negative or zero quantity
03/07/2023,03/07/2023,03/07/2023,SUSC,Cash Div: R/D 2023-03-02 P/D 2023-03-07 - 3.271334 shares at 0.069333,CDIV,,,$0.23,0,Negative or zero quantity
03/07/2023,03/07/2023,03/07/2023,SUSB,Cash Div: R/D 2023-03-02 P/D 2023-03-07 - 3.131939 shares at 0.050362,CDIV,,,$0.16,0,Negative or zero quantity
03/07/2023,03/07/2023,03/07/2023,MBB,Cash Div: R/D 2023-03-02 P/D 2023-03-07 - 0.790819 shares at 0.250495,CDIV,,,$0.20,0,Negative or zero quantity
03/06/2023,03/06/2023,03/06/2023,SUSB,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
2/16/2023,2/16/2023,2/21/2023,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,0.178389,$375.77,$67.03,-0.178389,Negative or zero quantity
2/16/2023,2/16/2023,2/21/2023,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,7.9e-05,$375.77,$0.03,-0.000079,Negative or zero quantity
02/08/2023,02/08/2023,02/08/2023,,Interest on Contribution (IRA Match),MTCH,,,$4.23,0,Negative or zero quantity
02/08/2023,02/08/2023,02/08/2023,,Current Year Contribution,CFIR,,,$423.00,0,Negative or zero quantity
02/07/2023,02/07/2023,02/07/2023,SUSB,Cash Div: R/D 2023-02-02 P/D 2023-02-07 - 1.050199 shares at 0.048208,CDIV,,,$0.05,0,Negative or zero quantity
02/07/2023,02/07/2023,02/07/2023,SUSC,Cash Div: R/D 2023-02-02 P/D 2023-02-07 - 1.107665 shares at 0.058935,CDIV,,,$0.07,0,Negative or zero quantity
02/07/2023,02/07/2023,02/07/2023,MBB,Cash Div: R/D 2023-02-02 P/D 2023-02-07 - 0.26583 shares at 0.243076,CDIV,,,$0.06,0,Negative or zero quantity
02/07/2023,02/07/2023,02/07/2023,,Current Year Contribution,CFIR,,,$380.00,0,Negative or zero quantity
02/07/2023,02/07/2023,02/07/2023,,Interest on Contribution (IRA Match),MTCH,,,$3.80,0,Negative or zero quantity
02/06/2023,02/06/2023,02/06/2023,SUSB,Stock Lending,SLIP,,,$0.01,0,Negative or zero quantity
12/19/2022,12/19/2022,12/19/2022,,Current Year Contribution,CFIR,,,"$2,000.00",0,Negative or zero quantity
12/19/2022,12/19/2022,12/19/2022,,Interest on Contribution (IRA Match),MTCH,,,$20.00,0,Negative or zero quantity
